subscription_id,date,account_id,account_name,plan,seats,mrr,cost,region
SUB-40615,2024-08-15,ACC-2016,Kim Group,Pro,11,1089,381.15,APAC
SUB-40616,2024-08-25,ACC-2065,Patel Group,Enterprise,16,12784,4474.4,LATAM
SUB-40617,2024-08-13,ACC-2031,Tanaka Group,Enterprise,17,13583,4754.05,LATAM
SUB-40618,2024-08-22,ACC-2052,Rossi Digital,Pro,11,1089,381.15,LATAM
SUB-40619,2024-08-19,ACC-2049,Okafor Systems,Starter,4,116,40.6,APAC
SUB-40620,2024-08-06,ACC-2064,Okafor Inc,Pro,17,1683,589.05,LATAM
SUB-40621,2024-08-11,ACC-2021,Patel Group,Enterprise,6,4794,1677.9,LATAM
SUB-40622,2024-08-02,ACC-2096,Haddad Inc,Enterprise,7,5593,1957.55,Europe
SUB-40623,2024-08-23,ACC-2062,Brooks Co,Enterprise,15,11985,4194.75,APAC
SUB-40624,2024-08-12,ACC-2102,Haddad Inc,Pro,15,1485,519.75,North America
SUB-40625,2024-08-09,ACC-2090,Okafor Co,Enterprise,5,3995,1398.25,LATAM
SUB-40626,2024-08-27,ACC-2085,Haddad Group,Business,3,747,261.45,APAC
SUB-40627,2024-08-13,ACC-2033,Reyes Group,Starter,20,580,203,North America
SUB-40628,2024-08-02,ACC-2049,Okafor Systems,Pro,16,1584,554.4,North America
SUB-40629,2024-08-11,ACC-2108,Kim Co,Business,6,1494,522.9,LATAM
SUB-40630,2024-08-06,ACC-2030,Kim Inc,Starter,15,435,152.25,North America
SUB-40631,2024-08-17,ACC-2078,Brooks Labs,Enterprise,9,7191,2516.85,North America
SUB-40632,2024-08-07,ACC-2064,Okafor Inc,Starter,6,174,60.9,LATAM
SUB-40633,2024-08-24,ACC-2110,Okafor Labs,Enterprise,19,15181,5313.35,Europe
SUB-40634,2024-08-24,ACC-2117,Patel Group,Pro,19,1881,658.35,Europe
SUB-40635,2024-08-08,ACC-2113,Patel Labs,Pro,9,891,311.85,LATAM
SUB-40636,2024-08-10,ACC-2066,Kim Co,Business,16,3984,1394.4,North America
SUB-40637,2024-08-21,ACC-2068,Kim Inc,Enterprise,13,10387,3635.45,North America
SUB-40638,2024-08-02,ACC-2015,Haddad Inc,Business,4,996,348.6,North America
SUB-40639,2024-08-14,ACC-2117,Patel Group,Business,1,249,87.15,North America
SUB-40640,2024-08-24,ACC-2022,Rossi Labs,Business,15,3735,1307.25,Europe
SUB-40641,2024-08-15,ACC-2053,Tanaka Systems,Starter,14,406,142.1,LATAM
SUB-40642,2024-08-02,ACC-2101,Garcia Digital,Pro,2,198,69.3,LATAM
SUB-40643,2024-08-14,ACC-2115,Haddad Digital,Business,12,2988,1045.8,APAC
SUB-40644,2024-08-24,ACC-2037,Okafor Group,Business,17,4233,1481.55,Europe
SUB-40645,2024-08-12,ACC-2119,Cohen Systems,Pro,16,1584,554.4,APAC
SUB-40646,2024-08-26,ACC-2030,Kim Inc,Business,16,3984,1394.4,LATAM
SUB-40647,2024-08-04,ACC-2001,Cohen Digital,Business,1,249,87.15,LATAM
SUB-40648,2024-08-05,ACC-2040,Cohen Co,Business,4,996,348.6,APAC
SUB-40649,2024-08-08,ACC-2014,Nguyen Co,Starter,14,406,142.1,North America
SUB-40650,2024-08-20,ACC-2103,Silva Labs,Business,17,4233,1481.55,APAC
SUB-40651,2024-08-06,ACC-2041,Kim Inc,Business,13,3237,1132.95,APAC
SUB-40652,2024-08-08,ACC-2001,Cohen Digital,Business,7,1743,610.05,Europe
SUB-40653,2024-08-15,ACC-2094,Reyes Group,Enterprise,16,12784,4474.4,Europe
SUB-40654,2024-08-12,ACC-2064,Okafor Inc,Starter,20,580,203,APAC
SUB-40655,2024-08-01,ACC-2100,Silva Group,Pro,4,396,138.6,Europe
SUB-40656,2024-08-04,ACC-2116,Brooks Inc,Business,15,3735,1307.25,LATAM
SUB-40657,2024-08-27,ACC-2026,Kim Digital,Pro,18,1782,623.7,LATAM
SUB-40658,2024-08-03,ACC-2109,Okafor Co,Business,12,2988,1045.8,North America
SUB-40659,2024-08-12,ACC-2030,Kim Inc,Business,9,2241,784.35,North America
SUB-40660,2024-08-24,ACC-2088,Tanaka Labs,Starter,15,435,152.25,APAC
SUB-40661,2024-08-01,ACC-2032,Silva Labs,Starter,2,58,20.3,Europe
SUB-40662,2024-08-12,ACC-2042,Silva Inc,Pro,19,1881,658.35,LATAM
SUB-40663,2024-08-01,ACC-2057,Patel Digital,Starter,2,58,20.3,LATAM
SUB-40664,2024-08-14,ACC-2032,Silva Labs,Enterprise,4,3196,1118.6,LATAM
SUB-40665,2024-08-17,ACC-2049,Okafor Systems,Business,1,249,87.15,LATAM
SUB-40666,2024-08-06,ACC-2002,Haddad Group,Business,15,3735,1307.25,LATAM
SUB-40667,2024-08-26,ACC-2032,Silva Labs,Enterprise,20,15980,5593,North America
SUB-40668,2024-08-04,ACC-2077,Reyes Co,Business,7,1743,610.05,North America
SUB-40669,2024-08-08,ACC-2012,Okafor Group,Enterprise,2,1598,559.3,Europe
SUB-40670,2024-08-15,ACC-2113,Patel Labs,Business,10,2490,871.5,APAC
SUB-40671,2024-08-17,ACC-2008,Kim Systems,Enterprise,10,7990,2796.5,Europe
SUB-40672,2024-08-16,ACC-2084,Silva Digital,Business,2,498,174.3,Europe
SUB-40673,2024-08-17,ACC-2040,Cohen Co,Enterprise,5,3995,1398.25,Europe
SUB-40674,2024-08-25,ACC-2053,Tanaka Systems,Pro,19,1881,658.35,APAC
SUB-40675,2024-09-10,ACC-2025,Silva Group,Business,12,2988,1045.8,Europe
SUB-40676,2024-09-13,ACC-2014,Nguyen Co,Starter,12,348,121.8,APAC
SUB-40677,2024-09-24,ACC-2049,Okafor Systems,Pro,6,594,207.9,Europe
SUB-40678,2024-09-16,ACC-2079,Haddad Systems,Enterprise,16,12784,4474.4,Europe
SUB-40679,2024-09-12,ACC-2085,Haddad Group,Business,2,498,174.3,Europe
SUB-40680,2024-09-02,ACC-2055,Garcia Co,Enterprise,6,4794,1677.9,North America
SUB-40681,2024-09-03,ACC-2090,Okafor Co,Starter,16,464,162.4,APAC
SUB-40682,2024-09-03,ACC-2061,Brooks Inc,Starter,3,87,30.45,Europe
SUB-40683,2024-09-03,ACC-2051,Rossi Labs,Pro,11,1089,381.15,LATAM
SUB-40684,2024-09-18,ACC-2037,Okafor Group,Business,4,996,348.6,LATAM
SUB-40685,2024-09-06,ACC-2076,Cohen Group,Enterprise,11,8789,3076.15,North America
SUB-40686,2024-09-16,ACC-2005,Kim Inc,Business,13,3237,1132.95,Europe
SUB-40687,2024-09-07,ACC-2099,Reyes Co,Enterprise,20,15980,5593,APAC
SUB-40688,2024-09-12,ACC-2022,Rossi Labs,Pro,14,1386,485.1,North America
SUB-40689,2024-09-27,ACC-2037,Okafor Group,Enterprise,18,14382,5033.7,North America
SUB-40690,2024-09-23,ACC-2112,Tanaka Group,Enterprise,1,799,279.65,APAC
SUB-40691,2024-09-20,ACC-2016,Kim Group,Pro,4,396,138.6,LATAM
SUB-40692,2024-09-03,ACC-2060,Reyes Co,Starter,17,493,172.55,Europe
SUB-40693,2024-09-03,ACC-2107,Okafor Group,Enterprise,6,4794,1677.9,North America
SUB-40694,2024-09-09,ACC-2087,Cohen Systems,Business,6,1494,522.9,APAC
SUB-40695,2024-09-12,ACC-2075,Brooks Group,Pro,4,396,138.6,Europe
SUB-40696,2024-09-04,ACC-2000,Reyes Group,Enterprise,2,1598,559.3,Europe
SUB-40697,2024-09-05,ACC-2084,Silva Digital,Business,16,3984,1394.4,North America
SUB-40698,2024-09-21,ACC-2007,Silva Labs,Pro,14,1386,485.1,LATAM
SUB-40699,2024-09-01,ACC-2051,Rossi Labs,Business,16,3984,1394.4,LATAM
SUB-40700,2024-09-04,ACC-2113,Patel Labs,Business,5,1245,435.75,LATAM
SUB-40701,2024-09-18,ACC-2118,Tanaka Co,Enterprise,16,12784,4474.4,Europe
SUB-40702,2024-09-24,ACC-2097,Haddad Labs,Pro,11,1089,381.15,Europe
SUB-40703,2024-09-07,ACC-2018,Reyes Group,Pro,14,1386,485.1,North America
SUB-40704,2024-09-06,ACC-2100,Silva Group,Pro,12,1188,415.8,Europe
SUB-40705,2024-09-25,ACC-2090,Okafor Co,Enterprise,4,3196,1118.6,Europe
SUB-40706,2024-09-03,ACC-2112,Tanaka Group,Enterprise,18,14382,5033.7,LATAM
SUB-40707,2024-09-06,ACC-2058,Haddad Group,Pro,17,1683,589.05,APAC
SUB-40708,2024-09-06,ACC-2000,Reyes Group,Enterprise,14,11186,3915.1,Europe
SUB-40709,2024-09-05,ACC-2008,Kim Systems,Pro,8,792,277.2,North America
SUB-40710,2024-09-16,ACC-2075,Brooks Group,Enterprise,13,10387,3635.45,North America
SUB-40711,2024-09-09,ACC-2060,Reyes Co,Starter,8,232,81.2,North America
SUB-40712,2024-09-25,ACC-2035,Kim Systems,Pro,14,1386,485.1,APAC
SUB-40713,2024-09-20,ACC-2037,Okafor Group,Business,18,4482,1568.7,Europe
SUB-40714,2024-09-26,ACC-2093,Garcia Systems,Business,16,3984,1394.4,APAC
SUB-40715,2024-09-10,ACC-2028,Rossi Labs,Pro,3,297,103.95,LATAM
SUB-40716,2024-09-27,ACC-2078,Brooks Labs,Starter,10,290,101.5,LATAM
SUB-40717,2024-09-25,ACC-2115,Haddad Digital,Enterprise,19,15181,5313.35,North America
SUB-40718,2024-09-07,ACC-2112,Tanaka Group,Business,6,1494,522.9,APAC
SUB-40719,2024-09-10,ACC-2096,Haddad Inc,Pro,12,1188,415.8,LATAM
SUB-40720,2024-09-09,ACC-2081,Haddad Group,Pro,3,297,103.95,Europe
SUB-40721,2024-09-01,ACC-2073,Haddad Inc,Pro,17,1683,589.05,North America
SUB-40722,2024-09-07,ACC-2003,Okafor Systems,Pro,11,1089,381.15,North America
SUB-40723,2024-09-16,ACC-2113,Patel Labs,Enterprise,14,11186,3915.1,APAC
SUB-40724,2024-09-11,ACC-2005,Kim Inc,Pro,2,198,69.3,APAC
SUB-40725,2024-09-12,ACC-2077,Reyes Co,Pro,5,495,173.25,North America
SUB-40726,2024-09-12,ACC-2116,Brooks Inc,Pro,9,891,311.85,LATAM
SUB-40727,2024-09-01,ACC-2053,Tanaka Systems,Enterprise,4,3196,1118.6,LATAM
SUB-40728,2024-09-18,ACC-2013,Kim Co,Starter,13,377,131.95,APAC
SUB-40729,2024-09-13,ACC-2103,Silva Labs,Enterprise,12,9588,3355.8,APAC
SUB-40730,2024-09-09,ACC-2013,Kim Co,Enterprise,3,2397,838.95,APAC
SUB-40731,2024-09-03,ACC-2111,Nguyen Group,Pro,17,1683,589.05,LATAM
SUB-40732,2024-09-25,ACC-2035,Kim Systems,Enterprise,2,1598,559.3,APAC
SUB-40733,2024-09-20,ACC-2028,Rossi Labs,Enterprise,4,3196,1118.6,LATAM
SUB-40734,2024-09-05,ACC-2006,Silva Inc,Starter,14,406,142.1,North America
SUB-40735,2024-09-18,ACC-2043,Kim Labs,Enterprise,13,10387,3635.45,LATAM
SUB-40736,2024-09-25,ACC-2089,Garcia Digital,Starter,20,580,203,Europe
SUB-40737,2024-09-05,ACC-2109,Okafor Co,Enterprise,17,13583,4754.05,LATAM
SUB-40738,2024-09-18,ACC-2110,Okafor Labs,Enterprise,1,799,279.65,North America
SUB-40739,2024-09-10,ACC-2117,Patel Group,Pro,14,1386,485.1,Europe
SUB-40740,2024-09-19,ACC-2050,Tanaka Digital,Enterprise,17,13583,4754.05,APAC
SUB-40741,2024-09-09,ACC-2092,Tanaka Group,Starter,9,261,91.35,Europe
SUB-40742,2024-09-18,ACC-2082,Okafor Digital,Business,2,498,174.3,Europe
SUB-40743,2024-09-25,ACC-2005,Kim Inc,Business,17,4233,1481.55,North America
SUB-40744,2024-09-21,ACC-2088,Tanaka Labs,Enterprise,4,3196,1118.6,APAC
SUB-40745,2024-09-20,ACC-2043,Kim Labs,Pro,12,1188,415.8,LATAM
SUB-40746,2024-09-10,ACC-2096,Haddad Inc,Starter,13,377,131.95,APAC
SUB-40747,2024-09-26,ACC-2103,Silva Labs,Pro,17,1683,589.05,APAC
SUB-40748,2024-09-08,ACC-2086,Brooks Inc,Enterprise,13,10387,3635.45,APAC
SUB-40749,2024-09-16,ACC-2098,Haddad Group,Enterprise,1,799,279.65,LATAM
SUB-40750,2024-09-25,ACC-2055,Garcia Co,Business,6,1494,522.9,Europe
SUB-40751,2024-09-05,ACC-2087,Cohen Systems,Pro,4,396,138.6,LATAM
SUB-40752,2024-09-03,ACC-2072,Nguyen Group,Pro,2,198,69.3,North America
SUB-40753,2024-09-23,ACC-2051,Rossi Labs,Pro,13,1287,450.45,North America
SUB-40754,2024-09-09,ACC-2115,Haddad Digital,Starter,8,232,81.2,APAC
SUB-40755,2024-09-08,ACC-2052,Rossi Digital,Starter,4,116,40.6,LATAM
SUB-40756,2024-09-03,ACC-2071,Brooks Digital,Starter,12,348,121.8,LATAM
SUB-40757,2024-09-20,ACC-2116,Brooks Inc,Enterprise,2,1598,559.3,APAC
SUB-40758,2024-09-22,ACC-2104,Cohen Labs,Enterprise,19,15181,5313.35,LATAM
SUB-40759,2024-09-20,ACC-2094,Reyes Group,Business,10,2490,871.5,North America
SUB-40760,2024-09-08,ACC-2088,Tanaka Labs,Pro,16,1584,554.4,North America
SUB-40761,2024-10-12,ACC-2114,Haddad Labs,Pro,20,1980,693,North America
SUB-40762,2024-10-23,ACC-2018,Reyes Group,Pro,14,1386,485.1,APAC
SUB-40763,2024-10-05,ACC-2049,Okafor Systems,Pro,17,1683,589.05,North America
SUB-40764,2024-10-19,ACC-2010,Cohen Group,Enterprise,18,14382,5033.7,North America
SUB-40765,2024-10-26,ACC-2117,Patel Group,Pro,14,1386,485.1,APAC
SUB-40766,2024-10-01,ACC-2057,Patel Digital,Pro,7,693,242.55,Europe
SUB-40767,2024-10-18,ACC-2085,Haddad Group,Business,9,2241,784.35,North America
SUB-40768,2024-10-21,ACC-2013,Kim Co,Pro,12,1188,415.8,Europe
SUB-40769,2024-10-25,ACC-2073,Haddad Inc,Starter,14,406,142.1,APAC
SUB-40770,2024-10-07,ACC-2113,Patel Labs,Business,14,3486,1220.1,North America
SUB-40771,2024-10-26,ACC-2060,Reyes Co,Pro,16,1584,554.4,LATAM
SUB-40772,2024-10-15,ACC-2072,Nguyen Group,Enterprise,13,10387,3635.45,LATAM
SUB-40773,2024-10-13,ACC-2116,Brooks Inc,Business,7,1743,610.05,APAC
SUB-40774,2024-10-25,ACC-2111,Nguyen Group,Pro,3,297,103.95,Europe
SUB-40775,2024-10-23,ACC-2024,Silva Co,Business,19,4731,1655.85,APAC
SUB-40776,2024-10-03,ACC-2037,Okafor Group,Starter,5,145,50.75,North America
SUB-40777,2024-10-14,ACC-2035,Kim Systems,Business,11,2739,958.65,North America
SUB-40778,2024-10-17,ACC-2051,Rossi Labs,Enterprise,6,4794,1677.9,Europe
SUB-40779,2024-10-16,ACC-2032,Silva Labs,Starter,15,435,152.25,Europe
SUB-40780,2024-10-05,ACC-2012,Okafor Group,Starter,13,377,131.95,APAC
SUB-40781,2024-10-08,ACC-2058,Haddad Group,Business,19,4731,1655.85,North America
SUB-40782,2024-10-22,ACC-2043,Kim Labs,Starter,15,435,152.25,LATAM
SUB-40783,2024-10-22,ACC-2095,Kim Systems,Starter,17,493,172.55,North America
SUB-40784,2024-10-04,ACC-2104,Cohen Labs,Business,2,498,174.3,North America
SUB-40785,2024-10-05,ACC-2105,Nguyen Co,Business,6,1494,522.9,North America
SUB-40786,2024-10-09,ACC-2014,Nguyen Co,Enterprise,20,15980,5593,APAC
SUB-40787,2024-10-22,ACC-2057,Patel Digital,Enterprise,14,11186,3915.1,Europe
SUB-40788,2024-10-21,ACC-2091,Cohen Group,Starter,18,522,182.7,Europe
SUB-40789,2024-10-25,ACC-2095,Kim Systems,Business,16,3984,1394.4,LATAM
SUB-40790,2024-10-02,ACC-2064,Okafor Inc,Business,20,4980,1743,LATAM
SUB-40791,2024-10-04,ACC-2011,Reyes Labs,Business,9,2241,784.35,North America
SUB-40792,2024-10-11,ACC-2035,Kim Systems,Business,12,2988,1045.8,Europe
SUB-40793,2024-10-25,ACC-2075,Brooks Group,Starter,6,174,60.9,LATAM
SUB-40794,2024-10-16,ACC-2057,Patel Digital,Business,11,2739,958.65,Europe
SUB-40795,2024-10-23,ACC-2044,Rossi Co,Starter,15,435,152.25,APAC
SUB-40796,2024-10-16,ACC-2091,Cohen Group,Starter,1,29,10.15,LATAM
SUB-40797,2024-10-22,ACC-2082,Okafor Digital,Business,2,498,174.3,Europe
SUB-40798,2024-10-15,ACC-2043,Kim Labs,Starter,3,87,30.45,Europe
SUB-40799,2024-10-03,ACC-2026,Kim Digital,Business,20,4980,1743,North America
SUB-40800,2024-10-22,ACC-2081,Haddad Group,Business,10,2490,871.5,Europe
SUB-40801,2024-10-26,ACC-2089,Garcia Digital,Pro,17,1683,589.05,LATAM
SUB-40802,2024-10-19,ACC-2094,Reyes Group,Business,16,3984,1394.4,APAC
SUB-40803,2024-10-27,ACC-2113,Patel Labs,Starter,13,377,131.95,North America
SUB-40804,2024-10-12,ACC-2018,Reyes Group,Enterprise,15,11985,4194.75,North America
SUB-40805,2024-10-23,ACC-2100,Silva Group,Business,13,3237,1132.95,LATAM
SUB-40806,2024-10-07,ACC-2092,Tanaka Group,Starter,3,87,30.45,Europe
SUB-40807,2024-10-27,ACC-2106,Tanaka Systems,Business,17,4233,1481.55,Europe
SUB-40808,2024-10-10,ACC-2074,Silva Digital,Enterprise,4,3196,1118.6,APAC
SUB-40809,2024-10-01,ACC-2004,Silva Digital,Business,9,2241,784.35,APAC
SUB-40810,2024-10-01,ACC-2087,Cohen Systems,Pro,20,1980,693,APAC
SUB-40811,2024-10-18,ACC-2093,Garcia Systems,Starter,10,290,101.5,North America
SUB-40812,2024-10-04,ACC-2075,Brooks Group,Starter,14,406,142.1,LATAM
SUB-40813,2024-10-13,ACC-2009,Brooks Co,Starter,13,377,131.95,LATAM
SUB-40814,2024-10-04,ACC-2044,Rossi Co,Starter,15,435,152.25,Europe
SUB-40815,2024-10-04,ACC-2016,Kim Group,Enterprise,5,3995,1398.25,North America
SUB-40816,2024-10-07,ACC-2001,Cohen Digital,Pro,16,1584,554.4,Europe
SUB-40817,2024-10-02,ACC-2019,Haddad Co,Starter,14,406,142.1,LATAM
SUB-40818,2024-10-07,ACC-2037,Okafor Group,Enterprise,13,10387,3635.45,APAC
SUB-40819,2024-10-11,ACC-2102,Haddad Inc,Business,13,3237,1132.95,North America
SUB-40820,2024-10-10,ACC-2016,Kim Group,Starter,12,348,121.8,APAC
SUB-40821,2024-10-21,ACC-2060,Reyes Co,Enterprise,14,11186,3915.1,APAC
SUB-40822,2024-10-15,ACC-2107,Okafor Group,Pro,9,891,311.85,APAC
SUB-40823,2024-10-04,ACC-2052,Rossi Digital,Starter,15,435,152.25,LATAM
SUB-40824,2024-10-25,ACC-2003,Okafor Systems,Enterprise,6,4794,1677.9,APAC
SUB-40825,2024-10-20,ACC-2033,Reyes Group,Business,8,1992,697.2,APAC
SUB-40826,2024-10-05,ACC-2079,Haddad Systems,Enterprise,5,3995,1398.25,LATAM
SUB-40827,2024-10-08,ACC-2111,Nguyen Group,Starter,18,522,182.7,North America
SUB-40828,2024-10-13,ACC-2094,Reyes Group,Enterprise,6,4794,1677.9,LATAM
SUB-40829,2024-10-12,ACC-2101,Garcia Digital,Pro,13,1287,450.45,APAC
SUB-40830,2024-10-14,ACC-2075,Brooks Group,Starter,19,551,192.85,North America
SUB-40831,2024-10-16,ACC-2062,Brooks Co,Business,18,4482,1568.7,Europe
SUB-40832,2024-10-21,ACC-2038,Kim Labs,Business,17,4233,1481.55,APAC
SUB-40833,2024-10-03,ACC-2044,Rossi Co,Business,3,747,261.45,North America
SUB-40834,2024-10-08,ACC-2091,Cohen Group,Starter,7,203,71.05,APAC
SUB-40835,2024-10-08,ACC-2041,Kim Inc,Enterprise,1,799,279.65,APAC
SUB-40836,2024-10-14,ACC-2081,Haddad Group,Pro,4,396,138.6,APAC
SUB-40837,2024-10-17,ACC-2083,Silva Co,Starter,3,87,30.45,North America
SUB-40838,2024-10-07,ACC-2108,Kim Co,Business,18,4482,1568.7,APAC
SUB-40839,2024-10-06,ACC-2035,Kim Systems,Pro,6,594,207.9,APAC
SUB-40840,2024-10-12,ACC-2051,Rossi Labs,Enterprise,2,1598,559.3,Europe
SUB-40841,2024-10-20,ACC-2103,Silva Labs,Enterprise,20,15980,5593,North America
SUB-40842,2024-10-23,ACC-2062,Brooks Co,Starter,1,29,10.15,Europe
SUB-40843,2024-10-24,ACC-2008,Kim Systems,Enterprise,6,4794,1677.9,APAC
SUB-40844,2024-10-18,ACC-2029,Nguyen Inc,Business,19,4731,1655.85,APAC
SUB-40845,2024-10-21,ACC-2054,Kim Co,Starter,3,87,30.45,LATAM
SUB-40846,2024-10-25,ACC-2064,Okafor Inc,Business,3,747,261.45,Europe
SUB-40847,2024-10-06,ACC-2042,Silva Inc,Business,16,3984,1394.4,Europe
SUB-40848,2024-10-06,ACC-2076,Cohen Group,Starter,2,58,20.3,Europe
SUB-40849,2024-10-22,ACC-2017,Haddad Co,Starter,19,551,192.85,Europe
SUB-40850,2024-10-15,ACC-2102,Haddad Inc,Pro,6,594,207.9,North America
SUB-40851,2024-10-12,ACC-2073,Haddad Inc,Enterprise,14,11186,3915.1,LATAM
SUB-40852,2024-10-22,ACC-2036,Okafor Inc,Enterprise,16,12784,4474.4,LATAM
SUB-40853,2024-10-11,ACC-2011,Reyes Labs,Business,9,2241,784.35,North America
SUB-40854,2024-11-18,ACC-2072,Nguyen Group,Starter,3,87,30.45,LATAM
SUB-40855,2024-11-17,ACC-2061,Brooks Inc,Pro,15,1485,519.75,North America
SUB-40856,2024-11-11,ACC-2065,Patel Group,Business,14,3486,1220.1,LATAM
SUB-40857,2024-11-22,ACC-2002,Haddad Group,Pro,16,1584,554.4,APAC
SUB-40858,2024-11-24,ACC-2107,Okafor Group,Business,3,747,261.45,LATAM
SUB-40859,2024-11-12,ACC-2017,Haddad Co,Pro,11,1089,381.15,APAC
SUB-40860,2024-11-22,ACC-2119,Cohen Systems,Starter,3,87,30.45,APAC
SUB-40861,2024-11-23,ACC-2054,Kim Co,Pro,11,1089,381.15,APAC
SUB-40862,2024-11-08,ACC-2032,Silva Labs,Enterprise,9,7191,2516.85,APAC
SUB-40863,2024-11-14,ACC-2059,Haddad Group,Pro,16,1584,554.4,North America
SUB-40864,2024-11-06,ACC-2041,Kim Inc,Starter,11,319,111.65,Europe
SUB-40865,2024-11-11,ACC-2006,Silva Inc,Pro,9,891,311.85,LATAM
SUB-40866,2024-11-06,ACC-2103,Silva Labs,Starter,6,174,60.9,Europe
SUB-40867,2024-11-14,ACC-2066,Kim Co,Starter,3,87,30.45,LATAM
SUB-40868,2024-11-12,ACC-2048,Silva Inc,Enterprise,20,15980,5593,North America
SUB-40869,2024-11-22,ACC-2053,Tanaka Systems,Enterprise,16,12784,4474.4,North America
SUB-40870,2024-11-02,ACC-2042,Silva Inc,Starter,17,493,172.55,LATAM
SUB-40871,2024-11-26,ACC-2077,Reyes Co,Starter,7,203,71.05,North America
SUB-40872,2024-11-03,ACC-2012,Okafor Group,Starter,9,261,91.35,North America
SUB-40873,2024-11-03,ACC-2046,Okafor Group,Starter,3,87,30.45,Europe
SUB-40874,2024-11-20,ACC-2023,Garcia Systems,Enterprise,12,9588,3355.8,North America
SUB-40875,2024-11-05,ACC-2072,Nguyen Group,Pro,9,891,311.85,APAC
SUB-40876,2024-11-20,ACC-2046,Okafor Group,Pro,6,594,207.9,North America
SUB-40877,2024-11-10,ACC-2117,Patel Group,Pro,17,1683,589.05,APAC
SUB-40878,2024-11-13,ACC-2057,Patel Digital,Business,14,3486,1220.1,North America
SUB-40879,2024-11-01,ACC-2014,Nguyen Co,Starter,2,58,20.3,LATAM
SUB-40880,2024-11-13,ACC-2062,Brooks Co,Business,14,3486,1220.1,North America
SUB-40881,2024-11-20,ACC-2097,Haddad Labs,Business,11,2739,958.65,APAC
SUB-40882,2024-11-01,ACC-2084,Silva Digital,Business,4,996,348.6,APAC
SUB-40883,2024-11-05,ACC-2009,Brooks Co,Starter,2,58,20.3,LATAM
SUB-40884,2024-11-02,ACC-2061,Brooks Inc,Enterprise,11,8789,3076.15,North America
SUB-40885,2024-11-20,ACC-2021,Patel Group,Enterprise,14,11186,3915.1,APAC
SUB-40886,2024-11-01,ACC-2070,Kim Co,Enterprise,6,4794,1677.9,LATAM
SUB-40887,2024-11-05,ACC-2100,Silva Group,Pro,17,1683,589.05,Europe
SUB-40888,2024-11-06,ACC-2044,Rossi Co,Business,11,2739,958.65,North America
SUB-40889,2024-11-22,ACC-2103,Silva Labs,Business,12,2988,1045.8,LATAM
SUB-40890,2024-11-01,ACC-2038,Kim Labs,Starter,4,116,40.6,Europe
SUB-40891,2024-11-08,ACC-2048,Silva Inc,Pro,3,297,103.95,Europe
SUB-40892,2024-11-11,ACC-2094,Reyes Group,Business,6,1494,522.9,Europe
SUB-40893,2024-11-05,ACC-2018,Reyes Group,Pro,5,495,173.25,LATAM
SUB-40894,2024-11-07,ACC-2083,Silva Co,Starter,12,348,121.8,Europe
SUB-40895,2024-11-18,ACC-2004,Silva Digital,Pro,16,1584,554.4,APAC
SUB-40896,2024-11-18,ACC-2074,Silva Digital,Pro,7,693,242.55,LATAM
SUB-40897,2024-11-10,ACC-2069,Reyes Group,Business,8,1992,697.2,APAC
SUB-40898,2024-11-09,ACC-2061,Brooks Inc,Enterprise,8,6392,2237.2,Europe
SUB-40899,2024-11-26,ACC-2065,Patel Group,Pro,5,495,173.25,North America
SUB-40900,2024-11-14,ACC-2008,Kim Systems,Starter,3,87,30.45,APAC
SUB-40901,2024-11-14,ACC-2032,Silva Labs,Enterprise,7,5593,1957.55,Europe
SUB-40902,2024-11-08,ACC-2029,Nguyen Inc,Business,14,3486,1220.1,APAC
SUB-40903,2024-11-07,ACC-2018,Reyes Group,Pro,14,1386,485.1,LATAM
SUB-40904,2024-11-15,ACC-2115,Haddad Digital,Starter,18,522,182.7,LATAM
SUB-40905,2024-11-21,ACC-2081,Haddad Group,Business,1,249,87.15,APAC
SUB-40906,2024-11-18,ACC-2114,Haddad Labs,Enterprise,14,11186,3915.1,North America
SUB-40907,2024-11-14,ACC-2115,Haddad Digital,Enterprise,17,13583,4754.05,APAC
SUB-40908,2024-11-20,ACC-2066,Kim Co,Business,8,1992,697.2,Europe
SUB-40909,2024-11-22,ACC-2109,Okafor Co,Enterprise,13,10387,3635.45,Europe
SUB-40910,2024-11-13,ACC-2093,Garcia Systems,Starter,7,203,71.05,Europe
SUB-40911,2024-11-07,ACC-2106,Tanaka Systems,Business,13,3237,1132.95,North America
SUB-40912,2024-11-26,ACC-2020,Cohen Inc,Pro,13,1287,450.45,North America
SUB-40913,2024-11-01,ACC-2100,Silva Group,Business,4,996,348.6,North America
SUB-40914,2024-11-02,ACC-2014,Nguyen Co,Enterprise,3,2397,838.95,North America
SUB-40915,2024-11-14,ACC-2041,Kim Inc,Enterprise,8,6392,2237.2,Europe
SUB-40916,2024-11-17,ACC-2119,Cohen Systems,Starter,17,493,172.55,LATAM
SUB-40917,2024-11-17,ACC-2081,Haddad Group,Enterprise,4,3196,1118.6,North America
SUB-40918,2024-11-19,ACC-2075,Brooks Group,Business,2,498,174.3,Europe
SUB-40919,2024-11-17,ACC-2094,Reyes Group,Starter,1,29,10.15,Europe
SUB-40920,2024-11-15,ACC-2009,Brooks Co,Starter,2,58,20.3,North America
SUB-40921,2024-11-13,ACC-2018,Reyes Group,Business,18,4482,1568.7,Europe
